Registration No,Generic name,Trade name,Strength value,Unit of strength ,Dosage Form,Route of Administration,Volume,Unit of volume,Package type,Shelf-life (mon),Package size,Legal status,Product control,Storage conditions,ATCvet,Target Animals,Type,Withdrawal Period (days),Manufacturer name,Country of Manufacturer,Marketing Company,Nationality,MAH (Agent name),Authorization status,Marketed,Marketing status
7240016000501,Enrofloxacin,Colmyc - E,100,mg,Solution for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01MA90,"Cattle, Sheep, Goat","meat, milk","12, 4",S.P. Veterinaria s.a Co.,SPAIN,S.P. Veterinaria S.A  – Spain,Spain,Salehiya Trading Est.,Valid,Marketed,Marketed
7240056002102,"Selenium, Vitamin E",Selevit Adultos,"75, 7.5",mg/g  ,Emulsion for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QA12CE99,"Cattle, Sheep, Goat",Meat,"30, 14",Laboratorios Syva S.A.U.,SPAIN,"Laboratorios Syva, Spain",Spain,National veterinary company,Valid,Marketed,Marketed
4840016012201,Infectious Bursal Disease - Intermediate strain,Volvac IBD MLV,,,Lyophilisate for suspension,In drinking water,1000,DF,Vial,36,10,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD09 ,Chickens (Broilers and breeders),Meat,21,Boehringer Ingelheim Vetmedica S.A. de C.V.,MEXICO,Boehringer Ingelheim Vetmedica S.A. de C.V.,MEXICO,Desert Hills Veterinary service,Valid,,Marketed
4840016012202,Infectious Bursal Disease - Intermediate strain,Volvac IBD MLV,,,Lyophilisate for suspension,In drinking water,2000,DF,Vial,36,10,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD09 ,Chickens (Broilers and breeders),Meat,21,Boehringer Ingelheim Vetmedica S.A. de C.V.,MEXICO,Boehringer Ingelheim Vetmedica S.A. de C.V.,MEXICO,Desert Hills Veterinary service,Valid,,Marketed
4840016012203,Infectious Bursal Disease - Intermediate strain,Volvac IBD MLV,,,Lyophilisate for suspension,In drinking water,5000,DF,Vial,36,10,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD09 ,Chickens (Broilers and breeders),Meat,21,Boehringer Ingelheim Vetmedica S.A. de C.V.,MEXICO,Boehringer Ingelheim Vetmedica S.A. de C.V.,MEXICO,Desert Hills Veterinary service,Valid,,Marketed
4840016012204,Infectious Bursal Disease - Intermediate strain,Volvac IBD MLV,,,Lyophilisate for suspension,In drinking water,10000,DF,Vial,36,5,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AD09 ,Chickens (Broilers and breeders),Meat,21,Boehringer Ingelheim Vetmedica S.A. de C.V.,MEXICO,Boehringer Ingelheim Vetmedica S.A. de C.V.,MEXICO,Desert Hills Veterinary service,Valid,,Marketed
4840016012301,"Newcastle Disease virus LaSota Strain, Infectious Bronchitis serotype Massachusetts, Egg Drop Syndrome 127 strain",Volvac ND+IB+EDS KV,,,Suspension for injection,Subcutaneous,500,ml,Bottle,30,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI01AA ,Poultry (layers and broiler breeders),Meat,,Boehringer Ingelheim Vetmedica S.A. de C.V.,MEXICO,Boehringer Ingelheim Vetmedica S.A. de C.V.,MEXICO,Desert Hills Veterinary service,Valid,,Marketed
4840016012401,"Avibacterium (Haemophilus) pargallinarum serotype A,  serotype B and  serotype C",Volvac AC Plus Bacterin KV,,,Suspension for injection,Subcutaneous,500,ml,Bottle,36,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,Healthy chickens,,,Boehringer Ingelheim Vetmedica S.A. de C.V.,MEXICO,Boehringer Ingelheim Vetmedica S.A. de C.V.,MEXICO,Desert Hills Veterinary service,Valid,,Marketed
8400036012501,"Equine Herpesvirus type1 - strain KyA,  Equine Influenza - strain Newmarket-2-93 subtype A2,  Equine Influenza - strain Kentucky 95 - subtype A2 and  Equine Influenza - strain A- Equi-2- Ohio- 03",Calvenza 03 EIV/EHV,,,Suspension for injection,intramuscular,20,ml,Bottle,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QI05AA04,Horses (6 months of age or older),,,Boehringer Ingelheim Vetmedica Inc.,UNITED STATES,Boehringer Ingelheim Vetmedica Inc,UNITED STATES,Agricultural Machinery and Materials Co. Ltd.,Valid,,Marketed
8400036012601,"Bovine Rhinotracheitis Virus (IBR),  Bovine Virus Diarrhea Virus (BVD),  Myxovirus Parainfluenza3(PI3),  Bovine Respiratory Syncytial Virus (BRSV),  Haemophilus Somnus (P51),  Haempphilus Somnus, Oklahoma,  Leptospira Canicola,  Leptospira Grippotyphosa, ",ELITE 9-HS,,,Suspension for injection,Intramuscular,250,ml,Bottle,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),,Cattle,Meat,21,Boehringer Ingelheim Vetmedica Inc.,UNITED STATES,Boehringer Ingelheim Vetmedica Inc.,UNITED STATES,Agricultural Machinery and Materials Co. Ltd.,Valid,,Marketed
3800026000101,Amoxicillin Trihydrate,Clamoxyl  LA,150,mg/ml,Suspension for injection,Intramuscular,100,ml,Vial,36,1,Prescription,Uncontrolled,Store below 25°C,J01CA04 ,"Sheep, dogs, cats",Meat,45,Haupt Pharma Latina ,ITALY,Pfizer Italia S.r.l/Zoetis,ITALY,Desert Hills Veterinary service,Valid,,Marketed
2500016000901,Oxytetracycline,Remacycline L.A,20/100,ml,Solution for Injection,Intramuscular,100,ml,Bottle,24,1,OTC,Uncontrolled,Store below 25°C,S01AA04,"Cattle, Sheep","meat, milk","28, 7",Merial,FRANCE,Merial S.A.S.,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500016000902,Oxytetracycline,Remacycline L.A,20/100,ml,Solution for Injection,Intramuscular,50,ml,Bottle,24,1,OTC,Uncontrolled,Store below 25°C,S01AA04,"Cattle, Sheep","meat, milk","28, 7",Merial,FRANCE,Merial S.A.S.,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500016012701,"Calcium gluconate, Magnesium hypophosphite",Cofacalcium,77.9,mg,Solution for Injection,Intramuscular,500,ml,Bottle,60,1,OTC,Uncontrolled,Store below 25°C,QA12AX,"Cattle, sheep, goats, horses, dogs, cats",,,Merial,FRANCE,Merial S.A.S.,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
4000086004601,Neomycin Sulphate,Neomycin-25,250,mg/g  ,Powder for oral solution,Oral,1000,g,Sachet,36,1,Prescription,Uncontrolled,Store below 25°C,A01AB08,"Cattle, Goat, Horse, Poultry, Sheep",Meat,"30, 20, 14",Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086004602,Neomycin Sulphate,Neomycin-25,250,mg/g  ,Powder for oral solution,Oral,500,g,Sachet,36,1,Prescription,Uncontrolled,Store below 25°C,A01AB08,"Cattle, Goat, Horse, Poultry, Sheep",Meat,"30, 20, 14",Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086004603,Neomycin Sulphate,Neomycin-25,250,mg/g  ,Powder for oral solution,Oral,100,g,Sachet,36,1,Prescription,Uncontrolled,Store below 25°C,A01AB08,"Cattle, Goat, Horse, Poultry, Sheep",Meat,"30, 20, 14",Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086012801,"Methyl Silicon, Anis Oil, Turpentine Oil, Peppermint Oil",Bloat Guard,,,Oral liquid,Oral,1000,ml,Bag,24,1,OTC,Uncontrolled,Store below 25°C,"Cattle, Equid, Goat, Sheep",,,,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086012802,"Methyl Silicon, Anis Oil, Turpentine Oil, Peppermint Oil",Bloat Guard,,,Oral liquid,Oral,100,ml,Bag,24,1,OTC,Uncontrolled,Store below 25°C,,"Cattle, Equid, Goat, Sheep",,,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
4000086012901,Vitamin k,Vitamin k 12.5%,125,mg/g  ,Powder for oral solution,Oral,1,kg,Sachet,24,1,OTC,Uncontrolled,Store below 25°C,B02BA01,"Cattle, Fish, Horse, Poultry",,,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Veterinary & Agriculture Products Manufacturing Co. Ltd (Vapco),JORDAN,Takamul National Agriculture Company,Valid,,Marketed
2500016013001,"Cyanocobolamine, Sodium Selenite",Biodyl,0.05 - 0.1,mg/ml,Solution for injection,Oral,50,ml,Vial,24,1,OTC,Uncontrolled,Store below 30°C,QA12CE99,Nil,,,Merial,FRANCE,Merial (Rhone Merieux),FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
4000046011502,"Camphor, Turpentine oil, Methyl salicylate, Potassium iodide, Iodine, Lanoline, Vaseline",Udder-heal ointment,"10, 12, 7.5, 10, 5, 150",mg/g  ,Ointment,Topical,500,g,Box,48,1,Prescription,Uncontrolled,Store below 30°C,,"Camel, Cow, Goat, Horse, Sheep",,,Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,JORDAN,Dar Al Dawa Veterinary and Agricultural Industrial Co. Ltd,JORDAN,Al-Safa Store Co. Ltd. For Medical,Valid,,Marketed
7240036013101,Tetracycline hydrochloride,Tetra 100,20,g,Powder for oral solution,Oral,500,g,Sachet,36,1,Prescription,Uncontrolled,Store below 30°C,D06AA01,Cattle,"meat, milk","10, 4",Laboratorio Farmacologico Super's Diana S.L.,SPAIN,Laboratorio Farmacologico Super's Diana S.L.,SPAIN,Al-Enayah Est. for Agriculture & Veterinary,Valid,,Marketed
5600016001101,"Sulphadiazine Sodium, Trimethoprim",Trimazine 30 %,"50, 250",mg/g  ,Oral powder,In drinking water,1,kg,Bottle,36,1,Prescription,Uncontrolled,Store below 30°C,QJ01EW10,Calve,Meat,10,KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V,BELGIUM,Altaher International Establishment,Valid,,Marketed
5600016001102,"Sulphadiazine Sodium, Trimethoprim",Trimazine 30 %,"50, 250",mg/g  ,Oral powder,In drinking water,100,g,Bottle,36,1,Prescription,Uncontrolled,Store below 30°C,QJ01EW10,Calve,Meat,10,KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V,BELGIUM,Altaher International Establishment,Valid,,Marketed
5600016004702,Vitamin B complex,Hepavi Kel,,,Solution for Injection,Intramuscular,100,ml,Vial,24,1,OTC,Uncontrolled,Store in a refrigerator (2°C – 8°C),QA11EX,"Calves, lambs (sheep), kids (goats), foals, dogs, ",,,KELA LABORATORIA,BELGIUM,Kela Laboratoria N.V,BELGIUM,Altaher International Establishment,Valid,,Marketed
3720026000901,Oxytetracycline Dihydrate,Duocycline L.A,200,mg/ml,Solution for injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01AA06,"Cattle, Sheep","meat, milk","21, 7",Univet Limited,IRELAND,Univet Limited,IRELAND,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
5280046000401,Doxycycline hyclate,Doxyfar 50%,500,mg,Powder for oral solution,Oral,1,kg,Sachet,36,1,Prescription,Uncontrolled,Store below 25°C,QJ01AA02,"calves, Poultry",Meat and offal,12,Farvet Laboratories,NETHERLANDS,Farvet Laboratories,NETHERLANDS,Zaghwan Company for Trading & Industry Ltd,Valid,,Marketed
5280046000402,Doxycycline hyclate,Doxyfar 50 %,500,mg,Powder for oral solution,Oral,500,g,Sachet,36,1,Prescription,Uncontrolled,Store below 25°C,QJ01AA02,"calves, Poultry",Meat and offal,12,Farvet Laboratories,NETHERLANDS,Farvet Laboratories,NETHERLANDS,Zaghwan Company for Trading & Industry Ltd,Valid,,Marketed
5280046001201,Tylosin tartrate,Fartylo 200,200,mg/ml,Solution for injection ,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QJ51FA90,"Cattle, Sheep, Goats, Calves","Meat and offal , Milk","28, 42, 108",Farvet Laboratories,NETHERLANDS,Farvet Laboratories B.V.,NETHERLANDS,Zaghwan Company for Trading & Industry Ltd,Valid,,Marketed
5280046001202,Tylosin tartrate,Fartylo 200,200,mg/ml,Solution for injection,Intramuscular,50,ml,Vial,24,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QJ51FA90,"Cattle, Sheep, Goats, Calves","Meat and offal , Milk","28, 42, 108",Farvet Laboratories,NETHERLANDS,Farvet Laboratories B.V.,NETHERLANDS,Zaghwan Company for Trading & Industry Ltd,Valid,,Marketed
3720026008802,Fenbendazole,Curazole 10 % w/v oral drench,100,mg/ml,Suspension and effervescent granules for oral suspension,Oral,1000,ml,Bag,24,1,OTC,Uncontrolled,Store below 30°C,QP52AC13,Cattle,"meat, milk","28, 5",Univet Limited,IRELAND,Univet Limited,IRELAND,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
3480016013201,Cell-associated live recombinant turkey herpes virus (rHVT/ND) expressing the fusion protein of Newcastle diseases virus D-26 lentogenic strain,Vectormune ND,2500 ,PFU/dose,Suspension for injection,Subcutaneous,2000,doses ,Ampoule,24,5,Prescription,Uncontrolled,Store and transport frozen,QI01AD,Chickens and embryonated chicken eggs,,,Ceva-Phylaxia Veterinary Biologicals. Co. Ltd.,HUNGARY,Ceva-Phylaxia Veterinary Biologicals. Co. Ltd.,Hungary,M.A.S. Veterinary Services,Valid,,Marketed
3480016013202,Cell-associated live recombinant turkey herpes virus (rHVT/ND) expressing the fusion protein of Newcastle diseases virus D-26 lentogenic strain,Vectormune ND,2500,PFU/dose,Suspension for injection,Subcutaneous,4000,doses ,Ampoule,24,5,Prescription,Uncontrolled,Store and transport frozen,QI01AD,Chickens and embryonated chicken eggs,,,Ceva-Phylaxia Veterinary Biologicals. Co. Ltd.,HUNGARY,Ceva-Phylaxia Veterinary Biologicals. Co. Ltd.,Hungary,M.A.S. Veterinary Services,Valid,,Marketed
4000026000407,Doxycycline,Doxycycline 50%,500,mg/g,Powder for oral solution,Oral,1000,g,Bottle,36,1,Prescription,Uncontrolled,Store below 25°C,QJ01AA02,Poultry,Meat,14,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Jordan Veterinary & Agriculture Medicines Industry Company (Jovet),JORDAN,Zaghwan Company for Trading & Industry Ltd,Valid,,Marketed
4000016005802,Flumequine,Flumine,200,mg/ml,Oral solution,Oral,1000,ml,Bottle,36,1,Prescription,Uncontrolled,Store below 25°C,QJ01MB07,"Horse, Cattle, Sheep, Chicken",Meat,8,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,The Arab Pesticides and Veterinary Drugs Manufacturing Co.,JORDAN,Falcon’s Care Center,Valid,,Marketed
3720026000101,Amoxicillin Trihydrate,Trioxyl LA,150,mg,Suspension for injection,Intramuscular,100,ml,Vial,36,1,OTC,Uncontrolled,Store below 25°C,QJ01CA04,"Calf, Cattle, Lamb, Sheep","meat, milk","28, 5",Univet Limited,IRELAND,Univet Limited,IRELAND,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
5280036012101,Human Chorionic Gonadotrophin (HCG),Chorulon,1500,IU,Powder for injection*,Intramuscular / Intravenous,10,ml,Vial,36,5,Prescription,Uncontrolled,Store below 25°C,G03GA08,"Cattle, horses, dogs",,,Intervet International B.V (MSD),NETHERLANDS,Intervet International B.V (MSD),NETHERLANDS,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
5280036012102,Human Chorionic Gonadotrophin (HCG),Chorulon,1500,IU,Powder for injection*,Intramuscular / Intravenous,5,ml,Vial,36,5,Prescription,Uncontrolled,Store below 25°C,G03GA08,"Cattle, horses, dogs",,,Intervet International B.V (MSD),NETHERLANDS,Intervet International B.V (MSD),NETHERLANDS,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500016001801,Dexamethasone sodium phosphate,Dexalone,2,mg/ml,Solution for injection,Intramuscular / Intravenous,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QS01BA01,"Cattle , horse (equine), Sheep, Goats","Meat and offal , Milk","8 days , 72 hours",Merial,FRANCE,Merial,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500016001802,Dexamethasone sodium phosphate,Dexalone,2,mg/ml,Solution for injection,Intramuscular / Intravenous,50,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QS01BA01,"Cattle , horse (equine), Sheep, Goats","Meat and offal , Milk","8 days , 72 hours",Merial,FRANCE,Merial,FRANCE,Abdulrehman Algosaibi G.T.C.,Valid,,Marketed
2500036007101,Marbofloxacin,Marbox,100,mg/ml,Solution for Injection,"Intramuscular, Subcutaneous,",50,ml,Vial,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01MA93,Cattle,"Meat, offal & milk","""for intramuscular 3 days & 72 hours for Subcutane",Ceva Santé Animale,FRANCE,Ceva Santé Animale,FRANCE,M.A.S. Veterinary Services,Valid,,Marketed
2500036007102,Marbofloxacin,Marbox,100,mg/ml,Solution for Injection,"Intramuscular, Subcutaneous",100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01MA93,Cattle,"Meat, offal & milk","""for intramuscular 3 days & 72 hours for Subcutane",Ceva Santé Animale,FRANCE,Ceva Santé Animale,FRANCE,M.A.S. Veterinary Services,Valid,,Marketed
2500036007103,Marbofloxacin,Marbox,100,mg/ml,Solution for Injection,"Intramuscular, Subcutaneous,",250,ml,Vial,24,1,Prescription,Uncontrolled,Store below 30°C,QJ01MA93,Cattle,"Meat, offal & milk","""for intramuscular 3 days & 72 hours for Subcutane",Ceva Santé Animale,FRANCE,Ceva Santé Animale,FRANCE,M.A.S. Veterinary Services,Valid,,Marketed
2500036013301,Spiramycin ,Spirovet,600000,IU/ml,Solution for Injection,Intramuscular,50,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01FA02,"Cattle, Calves","Meat, offal & milk","21, 7",Ceva Santé Animale,FRANCE,Ceva Santé Animale,FRANCE,M.A.S. Veterinary Services,Valid,,Marketed
2500036013302,Spiramycin ,Spirovet,600000,IU/ml,Solution for Injection,Intramuscular,100,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01FA02,"Cattle, Calves","Meat, offal & milk","21, 7",Ceva Santé Animale,FRANCE,Ceva Santé Animale,FRANCE,M.A.S. Veterinary Services,Valid,,Marketed
2500036013303,Spiramycin ,Spirovet,600000,IU/ml,Solution for Injection,Intramuscular,250,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QJ01FA02,"Cattle, Calves","Meat, offal & milk","21, 7",Ceva Santé Animale,FRANCE,Ceva Santé Animale,FRANCE,M.A.S. Veterinary Services,Valid,,Marketed
2500036013401,Dinoprost,Enzaprost,5,mg/ml,Solution for Injection,Intramuscular,30,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QG02AD01,Cattle,Meat,3,Ceva Santé Animale,FRANCE,Ceva Santé Animale,FRANCE,M.A.S. Veterinary Services,Valid,,Marketed
2500036013402,Dinoprost,Enzaprost,5,mg/ml,Solution for Injection,Intramuscular,5,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QG02AD01,Cattle,Meat,3,Ceva Santé Animale,FRANCE,Ceva Santé Animale,FRANCE,M.A.S. Veterinary Services,Valid,,Marketed
7240056013501,Oxytocin Synthetic,Facilpart,10,IU/ml,Solution for Injection,"Intravenous (not otherwise specified), Intramuscular, Subcutaneous",250,ml,Vial,18,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QH01BB02,"Cows, Ewes, Goats, Mares, Bitches, Cats",,,Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,SPAIN,National veterinary company,Valid,,Marketed
7240056013502,Oxytocin Synthetic,Facilpart,10,IU/ml`,Solution for Injection,"Intravenous (not otherwise specified), Subcutaneous, Intramuscular",100,ml,Vial,18,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QH01BB02,"Cows, Ewes, Goats, Mares, Bitches, Cats",,,Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,SPAIN,National veterinary company,Valid,,Marketed
7240056013503,Oxytocin Synthetic,Facilpart,10,IU/ml,Solution for Injection,"Intravenous (not otherwise specified), Intramuscular, Subcutaneous",10,ml,Vial,18,1,Prescription,Uncontrolled,Store in a refrigerator (2°C – 8°C),QH01BB02,"Cows, Ewes, Goats, Mares, Bitches, Cats",,,Laboratorios Syva S.A.U.,SPAIN,Laboratorios Syva S.A.U.,SPAIN,National veterinary company,Valid,,Marketed
4000046002504,Albendazole,Super Albenzodad Forte,100,mg/ml,Oral suspension,Oral,1000,ml,Bottle,36,1,OTC,Uncontrolled,Store below 25°C,QP52AC11,"Sheep, Goat, Cattle","meat, milk","(7, 27), 5",Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,JORDAN,Dar Al Dawa Veterinary and Agricultural Industrial Co. Ltd,JORDAN,Al-Safa Store Co. Ltd. For Medical,Valid,,Marketed
4000046000701,Ivermectin,Ivodad 1% injection,10,mg/ml,Solution for Injection,Subcutaneous,50,ml,Bottle,24,1,Prescription,Uncontrolled,Store below 30°C,QP54AA01,"Camel, Cattle, Goat, Sheep","meat, milk","(49, 42), 28",Dar AlDawa Veterinary and Agricultural Industrial Co. Ltd,JORDAN,Dar Al Dawa Veterinary and Agricultural Industrial Co. Ltd,JORDAN,Al-Safa Store Co. Ltd. For Medical,Valid,,Marketed
7920016004101,Furosemide,Durenyl,50,mg/ml,Solution for Injection,"Intravenous (not otherwise specified), Intramuscular",20,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QC03CA01,"Cattle, Dogs, Cats, Horse","meat, milk","28 days, 24 hours",Provet veterinary product Ltd,Turkey,Provet veterinary product Ltd,Turkey,Methaq Al Riyadh for Trading,Valid,,Marketed
7920016004102,Furosemide,Durenyl,50,mg/ml,Solution for Injection,"Intravenous (not otherwise specified), Intramuscular",50,ml,Vial,24,1,Prescription,Uncontrolled,Store below 25°C,QC03CA01,"Cattle, Dogs, Cats, Horse","meat, milk","28 days, 24 hours",Provet veterinary product Ltd,Turkey,Provet veterinary product Ltd,Turkey,Methaq Al Riyadh for Trading,Valid,,Marketed
